"studyDbId","studyName","year","locationName","observationUnitDbId","observationUnitName","germplasmDbId","germplasmName","row_number","col_number","plot","rep","block","rowNumber","colNumber","Anthesis time - Julian date (JD)|CO_321:0501001","Bacterial leaf streak severity - 0-9 percentage scale|CO_321:0501004","Grain protein content -  %|CO_321:0001205","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Maturity time - physiological - Julian date (JD)|CO_321:0001288","Plant height - cm|CO_321:0001301","Plant stand - 0-9 density scale|CO_321:0501120"
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039509,"YldQtl-Val_2014_ClayCenter_14_2_2032",226856,"14_2",,,"2032","1","4",4,35,,"3","15.71",,"4459",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039384,"YldQtl-Val_2014_ClayCenter_14_22_2039",224303,"14_22",,,"2039","1","4",4,42,,"2","14.9",,"4277",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039351,"YldQtl-Val_2014_ClayCenter_14_22_2269",224303,"14_22",,,"2269","2","7",7,52,,"3","15.85",,"3033",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039545,"YldQtl-Val_2014_ClayCenter_14_2_2261",226856,"14_2",,,"2261","2","7",7,44,,"3","15.93",,"3531",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039521,"YldQtl-Val_2014_ClayCenter_14_23_2038",232511,"14_23",,,"2038","1","4",4,41,,"2","14.99",,"4096",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039465,"YldQtl-Val_2014_ClayCenter_14_23_2263",232511,"14_23",,,"2263","2","7",7,46,,"2","15.5",,"3544",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039329,"YldQtl-Val_2014_ClayCenter_14_31_2037",231862,"14_31",,,"2037","1","4",4,40,,"2","15.02",,"5071",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039603,"YldQtl-Val_2014_ClayCenter_14_31_2270",231862,"14_31",,,"2270","2","7",7,53,,"2","15.26",,"3322",,"70",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039396,"YldQtl-Val_2014_ClayCenter_14_65_2033",219946,"14_65",,,"2033","1","4",4,36,,"1","15.22",,"4708",,"92",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039647,"YldQtl-Val_2014_ClayCenter_14_65_2262",219946,"14_65",,,"2262","2","7",7,45,,"2","15.28",,"4028",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039596,"YldQtl-Val_2014_ClayCenter_14_66_2031",231269,"14_66",,,"2031","1","4",4,34,,"2","15.11",,"3887",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039503,"YldQtl-Val_2014_ClayCenter_14_66_2266",231269,"14_66",,,"2266","2","7",7,49,,"3","16.04",,"3497",,"83",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039478,"YldQtl-Val_2014_ClayCenter_14_71_2036",224938,"14_71",,,"2036","1","4",4,39,,"3","14.54",,"5165",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039291,"YldQtl-Val_2014_ClayCenter_14_71_2268",224938,"14_71",,,"2268","2","7",7,51,,"2","15.44",,"3887",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039275,"YldQtl-Val_2014_ClayCenter_14_83_2034",227538,"14_83",,,"2034","1","4",4,37,,"2","14.49",,"4365",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039281,"YldQtl-Val_2014_ClayCenter_14_83_2265",227538,"14_83",,,"2265","2","7",7,48,,"2","15.33",,"3934",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039359,"YldQtl-Val_2014_ClayCenter_14_88_2040",221638,"14_88",,,"2040","1","4",4,43,,"2","16.07",,"4432",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039625,"YldQtl-Val_2014_ClayCenter_14_88_2267",221638,"14_88",,,"2267","2","7",7,50,,"3","16.99",,"3490",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039507,"YldQtl-Val_2014_ClayCenter_15_18_2083",224714,"15_18",,,"2083","1","9",9,36,,"4","15.27",,"3470",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039303,"YldQtl-Val_2014_ClayCenter_15_18_2217",224714,"15_18",,,"2217","2","2",2,50,,"4","14.93",,"3295",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039307,"YldQtl-Val_2014_ClayCenter_15_44_2084",222491,"15_44",,,"2084","1","9",9,37,,"3","15.01",,"2892",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039439,"YldQtl-Val_2014_ClayCenter_15_44_2218",222491,"15_44",,,"2218","2","2",2,51,,"3","15.89",,"3235",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039394,"YldQtl-Val_2014_ClayCenter_4_12_2155",226436,"4_12",,,"2155","1","16",16,38,,"2","16.49",,"3430",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039320,"YldQtl-Val_2014_ClayCenter_4_12_2222",226436,"4_12",,,"2222","2","3",3,45,,"1","14.4",,"3383",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039324,"YldQtl-Val_2014_ClayCenter_4_19_2156",224141,"4_19",,,"2156","1","16",16,39,,"2","15.73",,"3262",,"76",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039311,"YldQtl-Val_2014_ClayCenter_4_19_2221",224141,"4_19",,,"2221","2","3",3,44,,"2","14.74",,"3208",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039519,"YldQtl-Val_2014_ClayCenter_7_101_2119",237931,"7_101",,,"2119","1","12",12,42,,"4","16.06",,"4398",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039569,"YldQtl-Val_2014_ClayCenter_7_101_2379",237931,"7_101",,,"2379","2","18",18,52,,"2","16.42",,"3457",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039612,"YldQtl-Val_2014_ClayCenter_7_105_2114",231246,"7_105",,,"2114","1","12",12,37,,"4","15.5",,"4048",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039341,"YldQtl-Val_2014_ClayCenter_7_105_2377",231246,"7_105",,,"2377","2","18",18,50,,"3","15.76",,"2777",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039455,"YldQtl-Val_2014_ClayCenter_7_11_2112",222598,"7_11",,,"2112","1","12",12,35,,"2","15.39",,"4506",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039538,"YldQtl-Val_2014_ClayCenter_7_11_2372",222598,"7_11",,,"2372","2","18",18,45,,"2","15.51",,"3632",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039332,"YldQtl-Val_2014_ClayCenter_7_140_2116",236581,"7_140",,,"2116","1","12",12,39,,"2","17.29",,"4237",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039302,"YldQtl-Val_2014_ClayCenter_7_140_2373",236581,"7_140",,,"2373","2","18",18,46,,"2","16.82",,"3376",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039424,"YldQtl-Val_2014_ClayCenter_7_29_2115",220883,"7_29",,,"2115","1","12",12,38,,"2","16.35",,"4042",,"90",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039370,"YldQtl-Val_2014_ClayCenter_7_29_2380",220883,"7_29",,,"2380","2","18",18,53,,"2","16.72",,"2455",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039435,"YldQtl-Val_2014_ClayCenter_7_45_2117",220493,"7_45",,,"2117","1","12",12,40,,"2","15.84",,"3874",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039322,"YldQtl-Val_2014_ClayCenter_7_45_2378",220493,"7_45",,,"2378","2","18",18,51,,"2","15.48",,"3504",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039422,"YldQtl-Val_2014_ClayCenter_7_55_2113",236657,"7_55",,,"2113","1","12",12,36,,"2","15.18",,"4311",,"90",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039421,"YldQtl-Val_2014_ClayCenter_7_55_2376",236657,"7_55",,,"2376","2","18",18,49,,"2","15.45",,"3181",,"90",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039514,"YldQtl-Val_2014_ClayCenter_7_61_2118",225053,"7_61",,,"2118","1","12",12,41,,"3","15.2",,"4089",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039466,"YldQtl-Val_2014_ClayCenter_7_61_2374",225053,"7_61",,,"2374","2","18",18,47,,"3","15.34",,"3315",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039511,"YldQtl-Val_2014_ClayCenter_7_86_2120",222429,"7_86",,,"2120","1","12",12,43,,"4","15.95",,"3477",,"76",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039345,"YldQtl-Val_2014_ClayCenter_7_86_2371",222429,"7_86",,,"2371","2","18",18,44,,"3","16.25",,"2798",,"76",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039477,"YldQtl-Val_2014_ClayCenter_7_9_2111",225766,"7_9",,,"2111","1","12",12,34,,"4","16.34",,"3282",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039621,"YldQtl-Val_2014_ClayCenter_7_9_2375",225766,"7_9",,,"2375","2","18",18,48,,"2","16.72",,"2434",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039289,"YldQtl-Val_2014_ClayCenter_CO11D1111_2178",219703,"CO11D1111",,,"2178","1","18",18,41,,"4","14.89",,"3658",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039691,"YldQtl-Val_2014_ClayCenter_CO11D1111_2367",219703,"CO11D1111",,,"2367","2","17",17,50,,"3","14.67",,"3134",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039398,"YldQtl-Val_2014_ClayCenter_CO11D1119_2176",223338,"CO11D1119",,,"2176","1","18",18,39,,"3","16.61",,"3268",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039278,"YldQtl-Val_2014_ClayCenter_CO11D1119_2370",223338,"CO11D1119",,,"2370","2","17",17,53,,"2","16.52",,"2535",,"81",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039680,"YldQtl-Val_2014_ClayCenter_CO11D1125_2177",226591,"CO11D1125",,,"2177","1","18",18,40,,"3","15.3",,"4889",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039452,"YldQtl-Val_2014_ClayCenter_CO11D1125_2369",226591,"CO11D1125",,,"2369","2","17",17,52,,"2","16.5",,"2791",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039624,"YldQtl-Val_2014_ClayCenter_CO11D1127_2175",234837,"CO11D1127",,,"2175","1","18",18,38,,"6","15.21",,"3329",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039668,"YldQtl-Val_2014_ClayCenter_CO11D1127_2368",234837,"CO11D1127",,,"2368","2","17",17,51,,"5","15.68",,"2710",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039627,"YldQtl-Val_2014_ClayCenter_CO11D1140_2092",239021,"CO11D1140",,,"2092","1","10",10,35,,"4","15.12",,"3692",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039506,"YldQtl-Val_2014_ClayCenter_CO11D1140_2274",239021,"CO11D1140",,,"2274","2","8",8,47,,"3","14.38",,"3255",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039490,"YldQtl-Val_2014_ClayCenter_CO11D1156_2094",221273,"CO11D1156",,,"2094","1","10",10,37,,"3","16.33",,"3410",,"86",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039382,"YldQtl-Val_2014_ClayCenter_CO11D1156_2275",221273,"CO11D1156",,,"2275","2","8",8,48,,"2","14.86",,"3403",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039553,"YldQtl-Val_2014_ClayCenter_CO11D1159_2091",228231,"CO11D1159",,,"2091","1","10",10,34,,"4","15.2",,"3551",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039276,"YldQtl-Val_2014_ClayCenter_CO11D1159_2276",228231,"CO11D1159",,,"2276","2","8",8,49,,"4","14.72",,"3800",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039312,"YldQtl-Val_2014_ClayCenter_CO11D1174_2087",239531,"CO11D1174",,,"2087","1","9",9,40,,"5","15.66",,"3262",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039412,"YldQtl-Val_2014_ClayCenter_CO11D1174_2338",239531,"CO11D1174",,,"2338","2","14",14,51,,"4","15.01",,"3188",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039600,"YldQtl-Val_2014_ClayCenter_CO11D1182_2085",233597,"CO11D1182",,,"2085","1","9",9,38,,"2","15.35",,"3948",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039431,"YldQtl-Val_2014_ClayCenter_CO11D1182_2337",233597,"CO11D1182",,,"2337","2","14",14,50,,"4","15.28",,"3786",,"76",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039634,"YldQtl-Val_2014_ClayCenter_CO11D1186_2086",236429,"CO11D1186",,,"2086","1","9",9,39,,"3","15.96",,"3578",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039580,"YldQtl-Val_2014_ClayCenter_CO11D1186_2340",236429,"CO11D1186",,,"2340","2","14",14,53,,"4","16.28",,"2717",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039628,"YldQtl-Val_2014_ClayCenter_CO11D1190_2088",229003,"CO11D1190",,,"2088","1","9",9,41,,"2","14.86",,"4136",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039450,"YldQtl-Val_2014_ClayCenter_CO11D1190_2339",229003,"CO11D1190",,,"2339","2","14",14,52,,"3","14.97",,"3477",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039399,"YldQtl-Val_2014_ClayCenter_CO11D1213_2198",224686,"CO11D1213",,,"2198","1","20",20,41,,"4","14.58",,"3524",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039626,"YldQtl-Val_2014_ClayCenter_CO11D1213_2361",224686,"CO11D1213",,,"2361","2","17",17,44,,"3","14.49",,"3255",,"75",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039629,"YldQtl-Val_2014_ClayCenter_CO11D1219_2197",220098,"CO11D1219",,,"2197","1","20",20,40,,"2","17.68",,"2448",,"86",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039595,"YldQtl-Val_2014_ClayCenter_CO11D1219_2363",220098,"CO11D1219",,,"2363","2","17",17,46,,"2","15.87",,"3558",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039325,"YldQtl-Val_2014_ClayCenter_CO11D1221_2200",232578,"CO11D1221",,,"2200","1","20",20,43,,"3","15.31",,"3934",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039512,"YldQtl-Val_2014_ClayCenter_CO11D1221_2364",232578,"CO11D1221",,,"2364","2","17",17,47,,"3","14.81",,"3436",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039283,"YldQtl-Val_2014_ClayCenter_CO11D1231_2199",229801,"CO11D1231",,,"2199","1","20",20,42,,"3","15.15",,"3349",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039633,"YldQtl-Val_2014_ClayCenter_CO11D1231_2362",229801,"CO11D1231",,,"2362","2","17",17,45,,"3","14.91",,"2737",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039305,"YldQtl-Val_2014_ClayCenter_CO11D1236_2068",238135,"CO11D1236",,,"2068","1","7",7,41,,"2","14.19",,"5030",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039604,"YldQtl-Val_2014_ClayCenter_CO11D1236_2287",238135,"CO11D1236",,,"2287","2","9",9,50,,"2","14.14",,"4338",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039534,"YldQtl-Val_2014_ClayCenter_CO11D1240_2067",228459,"CO11D1240",,,"2067","1","7",7,40,,"4","15.91",,"4196",,"72",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039469,"YldQtl-Val_2014_ClayCenter_CO11D1240_2288",228459,"CO11D1240",,,"2288","2","9",9,51,,"6","15.55",,"1715",,"66",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039572,"YldQtl-Val_2014_ClayCenter_CO11D1248_2065",228826,"CO11D1248",,,"2065","1","7",7,38,,"1","14.91",,"4586",,"92",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039419,"YldQtl-Val_2014_ClayCenter_CO11D1248_2290",228826,"CO11D1248",,,"2290","2","9",9,53,,"2","14.4",,"3773",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039369,"YldQtl-Val_2014_ClayCenter_CO11D1268_2066",232332,"CO11D1268",,,"2066","1","7",7,39,,"1","14.81",,"5050",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039301,"YldQtl-Val_2014_ClayCenter_CO11D1268_2289",232332,"CO11D1268",,,"2289","2","9",9,52,,"2","15.4",,"3383",,"73",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039593,"YldQtl-Val_2014_ClayCenter_CO11D1287_2076",225798,"CO11D1287",,,"2076","1","8",8,39,,"4","14.95",,"3389",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039379,"YldQtl-Val_2014_ClayCenter_CO11D1287_2259",225798,"CO11D1287",,,"2259","2","6",6,52,,"2","14.89",,"3241",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039395,"YldQtl-Val_2014_ClayCenter_CO11D1298_2077",236129,"CO11D1298",,,"2077","1","8",8,40,,"2","16.33",,"2798",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039463,"YldQtl-Val_2014_ClayCenter_CO11D1298_2260",236129,"CO11D1298",,,"2260","2","6",6,53,,"2","13.87",,"3800",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039643,"YldQtl-Val_2014_ClayCenter_CO11D1302W_2075",237359,"CO11D1302W",,,"2075","1","8",8,38,,"2","14.01",,"3759",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039637,"YldQtl-Val_2014_ClayCenter_CO11D1302W_2258",237359,"CO11D1302W",,,"2258","2","6",6,51,,"2","13.98",,"3376",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039667,"YldQtl-Val_2014_ClayCenter_CO11D1312_2078",219882,"CO11D1312",,,"2078","1","8",8,41,,"3","14.47",,"4566",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039364,"YldQtl-Val_2014_ClayCenter_CO11D1312_2257",219882,"CO11D1312",,,"2257","2","6",6,50,,"3","14.6",,"3786",,"83",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039482,"YldQtl-Val_2014_ClayCenter_CO11D1315W_2190",237835,"CO11D1315W",,,"2190","1","19",19,43,,"3","16.06",,"2885",,"72",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039541,"YldQtl-Val_2014_ClayCenter_CO11D1315W_2333",237835,"CO11D1315W",,,"2333","2","14",14,46,,"2","15.09",,"3134",,"72",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039589,"YldQtl-Val_2014_ClayCenter_CO11D1316W_2187",231303,"CO11D1316W",,,"2187","1","19",19,40,,"2","15.75",,"3336",,"76",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039467,"YldQtl-Val_2014_ClayCenter_CO11D1316W_2331",231303,"CO11D1316W",,,"2331","2","14",14,44,,"2","14.58",,"3040",,"75",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039671,"YldQtl-Val_2014_ClayCenter_CO11D1322_2188",225330,"CO11D1322",,,"2188","1","19",19,41,,"4","15.57",,"2656",,"72",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039518,"YldQtl-Val_2014_ClayCenter_CO11D1322_2334",225330,"CO11D1322",,,"2334","2","14",14,47,,"3","15.36",,"2744",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039485,"YldQtl-Val_2014_ClayCenter_CO11D1341_2189",229915,"CO11D1341",,,"2189","1","19",19,42,,"2","15.31",,"3907",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039692,"YldQtl-Val_2014_ClayCenter_CO11D1341_2332",229915,"CO11D1341",,,"2332","2","14",14,45,,"3","15.17",,"3672",,"78",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039343,"YldQtl-Val_2014_ClayCenter_CO11D1353_2014",227570,"CO11D1353",,,"2014","1","2",2,37,,"2","14.79",,"4264",,"86",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039645,"YldQtl-Val_2014_ClayCenter_CO11D1353_2319",227570,"CO11D1353",,,"2319","2","12",12,52,,"2","14.81",,"3322",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039438,"YldQtl-Val_2014_ClayCenter_CO11D1371_2016",230867,"CO11D1371",,,"2016","1","2",2,39,,"1","15.36",,"3779",,"84",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039531,"YldQtl-Val_2014_ClayCenter_CO11D1371_2318",230867,"CO11D1371",,,"2318","2","12",12,51,,"2","15.6",,"3067",,"86",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039342,"YldQtl-Val_2014_ClayCenter_CO11D1380_2013",231451,"CO11D1380",,,"2013","1","2",2,36,,"4","15.65",,"3793",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039318,"YldQtl-Val_2014_ClayCenter_CO11D1380_2317",231451,"CO11D1380",,,"2317","2","12",12,50,,"3","15.7",,"3255",,"85",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039279,"YldQtl-Val_2014_ClayCenter_CO11D1397_2015",229471,"CO11D1397",,,"2015","1","2",2,38,,"2","14.27",,"3638",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039679,"YldQtl-Val_2014_ClayCenter_CO11D1397_2320",229471,"CO11D1397",,,"2320","2","12",12,53,,"2","14.01",,"3215",,"75",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039571,"YldQtl-Val_2014_ClayCenter_CO11D1409_2017",225036,"CO11D1409",,,"2017","1","2",2,40,,"3","14.56",,"3652",,"92",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039525,"YldQtl-Val_2014_ClayCenter_CO11D1409_2209",225036,"CO11D1409",,,"2209","2","1",1,52,,"2","14.85",,"3396",,"82",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039410,"YldQtl-Val_2014_ClayCenter_CO11D1414_2019",223562,"CO11D1414",,,"2019","1","2",2,42,,"2","14.36",,"4223",,"88",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039367,"YldQtl-Val_2014_ClayCenter_CO11D1414_2208",223562,"CO11D1414",,,"2208","2","1",1,51,,"2","14.61",,"3262",,"80",
6104,"YldQtl-Val_2014_ClayCenter","2014","Clay Center, NE",1039314,"YldQtl-Val_2014_ClayCenter_CO11D1418_2018",223042,"CO11D1418",,,"2018","1","2",2,41,,"4","14.07",,"4781",,"76",
