"studyDbId","studyName","programName","year","locationName","observationUnitDbId","observationUnitName","germplasmDbId","germplasmName","rowNumber","colNumber","plot","rep","block","Anthesis time - Julian date (JD)|CO_321:0501001","Bacterial leaf streak severity - 0-9 percentage scale|CO_321:0501004","Grain protein content -  %|CO_321:0001205","Grain test weight - g/l|CO_321:0001210","Grain yield - kg/ha|CO_321:0001218","Maturity time - physiological - Julian date (JD)|CO_321:0001288","Plant height - cm|CO_321:0001301","Plant stand - 0-9 density scale|CO_321:0501120"
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554919,"YldQtl-Val_2014_ClayCenter_15_18_2083",224714,"15_18",9,36,"2083","1","9",,"4","15.27",,"3470",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555003,"YldQtl-Val_2014_ClayCenter_15_18_2217",224714,"15_18",2,50,"2217","2","2",,"4","14.93",,"3295",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555328,"YldQtl-Val_2014_ClayCenter_15_44_2084",222491,"15_44",9,37,"2084","1","9",,"3","15.01",,"2892",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554957,"YldQtl-Val_2014_ClayCenter_15_44_2218",222491,"15_44",2,51,"2218","2","2",,"3","15.89",,"3235",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554922,"YldQtl-Val_2014_ClayCenter_4_12_2155",226436,"4_12",16,38,"2155","1","16",,"2","16.49",,"3430",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554895,"YldQtl-Val_2014_ClayCenter_4_12_2222",226436,"4_12",3,45,"2222","2","3",,"1","14.4",,"3383",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554936,"YldQtl-Val_2014_ClayCenter_4_19_2156",224141,"4_19",16,39,"2156","1","16",,"2","15.73",,"3262",,"76",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555135,"YldQtl-Val_2014_ClayCenter_4_19_2221",224141,"4_19",3,44,"2221","2","3",,"2","14.74",,"3208",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555270,"YldQtl-Val_2014_ClayCenter_7_101_2119",237931,"7_101",12,42,"2119","1","12",,"4","16.06",,"4398",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555213,"YldQtl-Val_2014_ClayCenter_7_101_2379",237931,"7_101",18,52,"2379","2","18",,"2","16.42",,"3457",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554892,"YldQtl-Val_2014_ClayCenter_7_105_2114",231246,"7_105",12,37,"2114","1","12",,"4","15.5",,"4048",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554966,"YldQtl-Val_2014_ClayCenter_7_105_2377",231246,"7_105",18,50,"2377","2","18",,"3","15.76",,"2777",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555004,"YldQtl-Val_2014_ClayCenter_7_11_2112",222598,"7_11",12,35,"2112","1","12",,"2","15.39",,"4506",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554960,"YldQtl-Val_2014_ClayCenter_7_11_2372",222598,"7_11",18,45,"2372","2","18",,"2","15.51",,"3632",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555207,"YldQtl-Val_2014_ClayCenter_7_140_2116",236581,"7_140",12,39,"2116","1","12",,"2","17.29",,"4237",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555157,"YldQtl-Val_2014_ClayCenter_7_140_2373",236581,"7_140",18,46,"2373","2","18",,"2","16.82",,"3376",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555173,"YldQtl-Val_2014_ClayCenter_7_29_2115",220883,"7_29",12,38,"2115","1","12",,"2","16.35",,"4042",,"90",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555065,"YldQtl-Val_2014_ClayCenter_7_29_2380",220883,"7_29",18,53,"2380","2","18",,"2","16.72",,"2455",,"85",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554992,"YldQtl-Val_2014_ClayCenter_7_45_2117",220493,"7_45",12,40,"2117","1","12",,"2","15.84",,"3874",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554996,"YldQtl-Val_2014_ClayCenter_7_45_2378",220493,"7_45",18,51,"2378","2","18",,"2","15.48",,"3504",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555320,"YldQtl-Val_2014_ClayCenter_7_55_2113",236657,"7_55",12,36,"2113","1","12",,"2","15.18",,"4311",,"90",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555271,"YldQtl-Val_2014_ClayCenter_7_55_2376",236657,"7_55",18,49,"2376","2","18",,"2","15.45",,"3181",,"90",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554964,"YldQtl-Val_2014_ClayCenter_7_61_2118",225053,"7_61",12,41,"2118","1","12",,"3","15.2",,"4089",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555075,"YldQtl-Val_2014_ClayCenter_7_61_2374",225053,"7_61",18,47,"2374","2","18",,"3","15.34",,"3315",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555112,"YldQtl-Val_2014_ClayCenter_7_86_2120",222429,"7_86",12,43,"2120","1","12",,"4","15.95",,"3477",,"76",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555172,"YldQtl-Val_2014_ClayCenter_7_86_2371",222429,"7_86",18,44,"2371","2","18",,"3","16.25",,"2798",,"76",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555246,"YldQtl-Val_2014_ClayCenter_7_9_2111",225766,"7_9",12,34,"2111","1","12",,"4","16.34",,"3282",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555245,"YldQtl-Val_2014_ClayCenter_7_9_2375",225766,"7_9",18,48,"2375","2","18",,"2","16.72",,"2434",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555070,"YldQtl-Val_2014_ClayCenter_CO11D1111_2178",219703,"CO11D1111",18,41,"2178","1","18",,"4","14.89",,"3658",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555324,"YldQtl-Val_2014_ClayCenter_CO11D1111_2367",219703,"CO11D1111",17,50,"2367","2","17",,"3","14.67",,"3134",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555319,"YldQtl-Val_2014_ClayCenter_CO11D1119_2176",223338,"CO11D1119",18,39,"2176","1","18",,"3","16.61",,"3268",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555198,"YldQtl-Val_2014_ClayCenter_CO11D1119_2370",223338,"CO11D1119",17,53,"2370","2","17",,"2","16.52",,"2535",,"81",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554893,"YldQtl-Val_2014_ClayCenter_CO11D1125_2177",226591,"CO11D1125",18,40,"2177","1","18",,"3","15.3",,"4889",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555074,"YldQtl-Val_2014_ClayCenter_CO11D1125_2369",226591,"CO11D1125",17,52,"2369","2","17",,"2","16.5",,"2791",,"88",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555287,"YldQtl-Val_2014_ClayCenter_CO11D1127_2175",234837,"CO11D1127",18,38,"2175","1","18",,"6","15.21",,"3329",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555151,"YldQtl-Val_2014_ClayCenter_CO11D1127_2368",234837,"CO11D1127",17,51,"2368","2","17",,"5","15.68",,"2710",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555232,"YldQtl-Val_2014_ClayCenter_CO11D1140_2092",239021,"CO11D1140",10,35,"2092","1","10",,"4","15.12",,"3692",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555000,"YldQtl-Val_2014_ClayCenter_CO11D1140_2274",239021,"CO11D1140",8,47,"2274","2","8",,"3","14.38",,"3255",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555165,"YldQtl-Val_2014_ClayCenter_CO11D1156_2094",221273,"CO11D1156",10,37,"2094","1","10",,"3","16.33",,"3410",,"86",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555284,"YldQtl-Val_2014_ClayCenter_CO11D1156_2275",221273,"CO11D1156",8,48,"2275","2","8",,"2","14.86",,"3403",,"85",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555121,"YldQtl-Val_2014_ClayCenter_CO11D1159_2091",228231,"CO11D1159",10,34,"2091","1","10",,"4","15.2",,"3551",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555314,"YldQtl-Val_2014_ClayCenter_CO11D1159_2276",228231,"CO11D1159",8,49,"2276","2","8",,"4","14.72",,"3800",,"85",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555176,"YldQtl-Val_2014_ClayCenter_CO11D1174_2087",239531,"CO11D1174",9,40,"2087","1","9",,"5","15.66",,"3262",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555296,"YldQtl-Val_2014_ClayCenter_CO11D1174_2338",239531,"CO11D1174",14,51,"2338","2","14",,"4","15.01",,"3188",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555013,"YldQtl-Val_2014_ClayCenter_CO11D1182_2085",233597,"CO11D1182",9,38,"2085","1","9",,"2","15.35",,"3948",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555124,"YldQtl-Val_2014_ClayCenter_CO11D1182_2337",233597,"CO11D1182",14,50,"2337","2","14",,"4","15.28",,"3786",,"76",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555079,"YldQtl-Val_2014_ClayCenter_CO11D1186_2086",236429,"CO11D1186",9,39,"2086","1","9",,"3","15.96",,"3578",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555317,"YldQtl-Val_2014_ClayCenter_CO11D1186_2340",236429,"CO11D1186",14,53,"2340","2","14",,"4","16.28",,"2717",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555056,"YldQtl-Val_2014_ClayCenter_CO11D1190_2088",229003,"CO11D1190",9,41,"2088","1","9",,"2","14.86",,"4136",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554927,"YldQtl-Val_2014_ClayCenter_CO11D1190_2339",229003,"CO11D1190",14,52,"2339","2","14",,"3","14.97",,"3477",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555216,"YldQtl-Val_2014_ClayCenter_CO11D1213_2198",224686,"CO11D1213",20,41,"2198","1","20",,"4","14.58",,"3524",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555087,"YldQtl-Val_2014_ClayCenter_CO11D1213_2361",224686,"CO11D1213",17,44,"2361","2","17",,"3","14.49",,"3255",,"75",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555266,"YldQtl-Val_2014_ClayCenter_CO11D1219_2197",220098,"CO11D1219",20,40,"2197","1","20",,"2","17.68",,"2448",,"86",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555018,"YldQtl-Val_2014_ClayCenter_CO11D1219_2363",220098,"CO11D1219",17,46,"2363","2","17",,"2","15.87",,"3558",,"85",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555131,"YldQtl-Val_2014_ClayCenter_CO11D1221_2200",232578,"CO11D1221",20,43,"2200","1","20",,"3","15.31",,"3934",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555210,"YldQtl-Val_2014_ClayCenter_CO11D1221_2364",232578,"CO11D1221",17,47,"2364","2","17",,"3","14.81",,"3436",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554988,"YldQtl-Val_2014_ClayCenter_CO11D1231_2199",229801,"CO11D1231",20,42,"2199","1","20",,"3","15.15",,"3349",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555327,"YldQtl-Val_2014_ClayCenter_CO11D1231_2362",229801,"CO11D1231",17,45,"2362","2","17",,"3","14.91",,"2737",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554929,"YldQtl-Val_2014_ClayCenter_CO11D1236_2068",238135,"CO11D1236",7,41,"2068","1","7",,"2","14.19",,"5030",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555225,"YldQtl-Val_2014_ClayCenter_CO11D1236_2287",238135,"CO11D1236",9,50,"2287","2","9",,"2","14.14",,"4338",,"88",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555253,"YldQtl-Val_2014_ClayCenter_CO11D1240_2067",228459,"CO11D1240",7,40,"2067","1","7",,"4","15.91",,"4196",,"72",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555192,"YldQtl-Val_2014_ClayCenter_CO11D1240_2288",228459,"CO11D1240",9,51,"2288","2","9",,"6","15.55",,"1715",,"66",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554983,"YldQtl-Val_2014_ClayCenter_CO11D1248_2065",228826,"CO11D1248",7,38,"2065","1","7",,"1","14.91",,"4586",,"92",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555025,"YldQtl-Val_2014_ClayCenter_CO11D1248_2290",228826,"CO11D1248",9,53,"2290","2","9",,"2","14.4",,"3773",,"88",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554907,"YldQtl-Val_2014_ClayCenter_CO11D1268_2066",232332,"CO11D1268",7,39,"2066","1","7",,"1","14.81",,"5050",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555031,"YldQtl-Val_2014_ClayCenter_CO11D1268_2289",232332,"CO11D1268",9,52,"2289","2","9",,"2","15.4",,"3383",,"73",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554916,"YldQtl-Val_2014_ClayCenter_CO11D1287_2076",225798,"CO11D1287",8,39,"2076","1","8",,"4","14.95",,"3389",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555094,"YldQtl-Val_2014_ClayCenter_CO11D1287_2259",225798,"CO11D1287",6,52,"2259","2","6",,"2","14.89",,"3241",,"88",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555278,"YldQtl-Val_2014_ClayCenter_CO11D1298_2077",236129,"CO11D1298",8,40,"2077","1","8",,"2","16.33",,"2798",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555024,"YldQtl-Val_2014_ClayCenter_CO11D1298_2260",236129,"CO11D1298",6,53,"2260","2","6",,"2","13.87",,"3800",,"85",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554968,"YldQtl-Val_2014_ClayCenter_CO11D1302W_2075",237359,"CO11D1302W",8,38,"2075","1","8",,"2","14.01",,"3759",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555114,"YldQtl-Val_2014_ClayCenter_CO11D1302W_2258",237359,"CO11D1302W",6,51,"2258","2","6",,"2","13.98",,"3376",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554942,"YldQtl-Val_2014_ClayCenter_CO11D1312_2078",219882,"CO11D1312",8,41,"2078","1","8",,"3","14.47",,"4566",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555306,"YldQtl-Val_2014_ClayCenter_CO11D1312_2257",219882,"CO11D1312",6,50,"2257","2","6",,"3","14.6",,"3786",,"83",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555028,"YldQtl-Val_2014_ClayCenter_CO11D1315W_2190",237835,"CO11D1315W",19,43,"2190","1","19",,"3","16.06",,"2885",,"72",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554967,"YldQtl-Val_2014_ClayCenter_CO11D1315W_2333",237835,"CO11D1315W",14,46,"2333","2","14",,"2","15.09",,"3134",,"72",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555233,"YldQtl-Val_2014_ClayCenter_CO11D1316W_2187",231303,"CO11D1316W",19,40,"2187","1","19",,"2","15.75",,"3336",,"76",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554917,"YldQtl-Val_2014_ClayCenter_CO11D1316W_2331",231303,"CO11D1316W",14,44,"2331","2","14",,"2","14.58",,"3040",,"75",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555181,"YldQtl-Val_2014_ClayCenter_CO11D1322_2188",225330,"CO11D1322",19,41,"2188","1","19",,"4","15.57",,"2656",,"72",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555239,"YldQtl-Val_2014_ClayCenter_CO11D1322_2334",225330,"CO11D1322",14,47,"2334","2","14",,"3","15.36",,"2744",,"80",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555022,"YldQtl-Val_2014_ClayCenter_CO11D1341_2189",229915,"CO11D1341",19,42,"2189","1","19",,"2","15.31",,"3907",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555111,"YldQtl-Val_2014_ClayCenter_CO11D1341_2332",229915,"CO11D1341",14,45,"2332","2","14",,"3","15.17",,"3672",,"78",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555315,"YldQtl-Val_2014_ClayCenter_CO11D1353_2014",227570,"CO11D1353",2,37,"2014","1","2",,"2","14.79",,"4264",,"86",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555321,"YldQtl-Val_2014_ClayCenter_CO11D1353_2319",227570,"CO11D1353",12,52,"2319","2","12",,"2","14.81",,"3322",,"88",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555095,"YldQtl-Val_2014_ClayCenter_CO11D1371_2016",230867,"CO11D1371",2,39,"2016","1","2",,"1","15.36",,"3779",,"84",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554900,"YldQtl-Val_2014_ClayCenter_CO11D1371_2318",230867,"CO11D1371",12,51,"2318","2","12",,"2","15.6",,"3067",,"86",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1554906,"YldQtl-Val_2014_ClayCenter_CO11D1380_2013",231451,"CO11D1380",2,36,"2013","1","2",,"4","15.65",,"3793",,"82",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555071,"YldQtl-Val_2014_ClayCenter_CO11D1380_2317",231451,"CO11D1380",12,50,"2317","2","12",,"3","15.7",,"3255",,"85",
10227,"YldQtl-Val_2014_ClayCenter","University of Nebraska","2014","Clay Center, NE",1555002,"YldQtl-Val_2014_ClayCenter_CO11D1397_2015",229471,"CO11D1397",2,38,"2015","1","2",,"2","14.27",,"3638",,"80",
